split,lesion_id,image,n_lesions_on_image,status,k3_rank,k3_detected,k3_pred_y0,k3_pred_y1,k3_pred_x0,k3_pred_x1,box_iou_k3,cand1_y0,cand1_y1,cand1_x0,cand1_x1,cand1_sum,cand1_area,cand2_y0,cand2_y1,cand2_x0,cand2_x1,cand2_sum,cand2_area,cand3_y0,cand3_y1,cand3_x0,cand3_x1,cand3_sum,cand3_area
train,Mass-Training_P_00673_RIGHT_MLO_1,Mass-Training_P_00673_RIGHT_MLO,3,ok,1,True,736.0,965.0,3038.0,3254.0,0.8671171171171171,736,965,3038,3254,596.3256002664566,791,803.0,979.0,3686.0,3827.0,228.45995977520943,391.0,,,,,,
train,Mass-Training_P_00673_RIGHT_MLO_3,Mass-Training_P_00673_RIGHT_MLO,3,ok,0,False,,,,,0.0,736,965,3038,3254,596.3256002664566,791,803.0,979.0,3686.0,3827.0,228.45995977520943,391.0,,,,,,
train,Mass-Training_P_00673_RIGHT_MLO_4,Mass-Training_P_00673_RIGHT_MLO,3,ok,2,True,803.0,979.0,3686.0,3827.0,0.7586206896551724,736,965,3038,3254,596.3256002664566,791,803.0,979.0,3686.0,3827.0,228.45995977520943,391.0,,,,,,
train,Mass-Training_P_00675_LEFT_CC_1,Mass-Training_P_00675_LEFT_CC,1,ok,1,True,1288.0,1597.0,138.0,485.0,0.8589743589743589,1288,1597,138,485,2526.4116071760654,3147,2834.0,2991.0,148.0,318.0,366.0907156467438,868.0,,,,,,
train,Mass-Training_P_00675_LEFT_MLO_1,Mass-Training_P_00675_LEFT_MLO,1,ok,1,True,1950.0,2303.0,519.0,773.0,0.9710144927536232,1950,2303,519,773,1893.3467966020107,2292,,,,,,,,,,,,
train,Mass-Training_P_00690_LEFT_MLO_1,Mass-Training_P_00690_LEFT_MLO,1,ok,1,True,2857.0,3260.0,1171.0,1549.0,0.8315436241610739,2857,3260,1171,1549,2287.814630240202,2538,,,,,,,,,,,,
train,Mass-Training_P_00692_LEFT_MLO_1,Mass-Training_P_00692_LEFT_MLO,1,ok,1,True,3661.0,3945.0,1913.0,2212.0,0.9217485159201295,3661,3945,1913,2212,1834.8732964098454,2350,448.0,543.0,2032.0,2127.0,144.20949637889862,328.0,,,,,,
train,Mass-Training_P_00694_RIGHT_CC_1,Mass-Training_P_00694_RIGHT_CC,1,ok,1,True,2506.0,2897.0,2114.0,2496.0,0.9068877551020408,2506,2897,2114,2496,4273.701214343309,4743,,,,,,,,,,,,
train,Mass-Training_P_00694_RIGHT_MLO_1,Mass-Training_P_00694_RIGHT_MLO,1,ok,1,True,2063.0,2358.0,1414.0,1704.0,0.8028169014084507,2063,2358,1414,1704,2419.6185262799263,2706,,,,,,,,,,,,
train,Mass-Training_P_00698_RIGHT_CC_1,Mass-Training_P_00698_RIGHT_CC,1,ok,1,True,2480.0,2966.0,2279.0,2754.0,0.9648394241417497,2480,2966,2279,2754,4011.4341094195843,4646,,,,,,,,,,,,
train,Mass-Training_P_00698_RIGHT_MLO_1,Mass-Training_P_00698_RIGHT_MLO,1,ok,1,True,3154.0,3727.0,2231.0,2827.0,0.8608206660223179,3154,3727,2231,2827,4393.306528955698,7173,,,,,,,,,,,,
train,Mass-Training_P_00700_RIGHT_CC_1,Mass-Training_P_00700_RIGHT_CC,1,ok,1,True,1602.0,1990.0,3203.0,3605.0,0.8312807881773399,1602,1990,3203,3605,2149.612683683634,2460,,,,,,,,,,,,
train,Mass-Training_P_00700_RIGHT_MLO_1,Mass-Training_P_00700_RIGHT_MLO,1,ok,1,True,1781.0,2138.0,2056.0,2365.0,0.7289907519099317,1781,2138,2056,2365,1516.8691940903664,1842,,,,,,,,,,,,
train,Mass-Training_P_00706_RIGHT_CC_1,Mass-Training_P_00706_RIGHT_CC,1,ok,1,True,2204.0,2823.0,2140.0,2735.0,0.9155713150333191,2204,2823,2140,2735,10350.22658148408,11448,,,,,,,,,,,,
train,Mass-Training_P_00706_RIGHT_MLO_1,Mass-Training_P_00706_RIGHT_MLO,1,ok,1,True,1494.0,2096.0,1600.0,2188.0,0.9052781004000516,1494,2096,1600,2188,9342.206012636423,10735,,,,,,,,,,,,
train,Mass-Training_P_00708_RIGHT_CC_1,Mass-Training_P_00708_RIGHT_CC,1,ok,1,True,2557.0,2762.0,2798.0,2947.0,0.7557354925775979,2557,2762,2798,2947,627.7301422953606,808,,,,,,,,,,,,
train,Mass-Training_P_00708_RIGHT_MLO_1,Mass-Training_P_00708_RIGHT_MLO,1,ok,1,True,2916.0,3092.0,1976.0,2147.0,0.8305866842452209,2916,3092,1976,2147,735.8562604188919,909,,,,,,,,,,,,
train,Mass-Training_P_00710_LEFT_CC_1,Mass-Training_P_00710_LEFT_CC,2,ok,2,True,2150.0,2360.0,419.0,634.0,0.7590132827324478,2435,2806,0,312,3107.7252821028233,3369,2150.0,2360.0,419.0,634.0,923.5799953043461,1068.0,,,,,,
train,Mass-Training_P_00710_LEFT_CC_2,Mass-Training_P_00710_LEFT_CC,2,ok,1,True,2435.0,2806.0,0.0,312.0,0.8700392498909725,2435,2806,0,312,3107.7252821028233,3369,2150.0,2360.0,419.0,634.0,923.5799953043461,1068.0,,,,,,
train,Mass-Training_P_00710_LEFT_MLO_1,Mass-Training_P_00710_LEFT_MLO,1,ok,1,True,2242.0,2562.0,742.0,1067.0,0.8894269572235673,2242,2562,742,1067,2188.3848921358585,2372,,,,,,,,,,,,
train,Mass-Training_P_00710_RIGHT_CC_1,Mass-Training_P_00710_RIGHT_CC,1,ok,1,True,1416.0,1583.0,2372.0,2593.0,0.8111587982832618,1416,1583,2372,2593,856.0091143250465,998,,,,,,,,,,,,
train,Mass-Training_P_00710_RIGHT_MLO_1,Mass-Training_P_00710_RIGHT_MLO,1,ok,1,True,2584.0,2779.0,2205.0,2470.0,0.7848648648648648,2584,2779,2205,2470,1125.7905509471893,1315,,,,,,,,,,,,
train,Mass-Training_P_00715_RIGHT_CC_1,Mass-Training_P_00715_RIGHT_CC,1,ok,1,True,1637.0,1805.0,2563.0,2777.0,0.84992784992785,1637,1805,2563,2777,943.1881748437881,1002,,,,,,,,,,,,
train,Mass-Training_P_00715_RIGHT_MLO_1,Mass-Training_P_00715_RIGHT_MLO,1,ok,1,True,2571.0,2767.0,2294.0,2494.0,0.925,2571,2767,2294,2494,1012.0508124232292,1079,4027.0,4140.0,2494.0,2607.0,187.63921999931335,398.0,,,,,,
train,Mass-Training_P_00717_RIGHT_CC_1,Mass-Training_P_00717_RIGHT_CC,1,ok,1,True,3859.0,4112.0,1719.0,1965.0,0.8538461538461538,3859,4112,1719,1965,1006.0752670168877,1087,,,,,,,,,,,,
train,Mass-Training_P_00717_RIGHT_MLO_1,Mass-Training_P_00717_RIGHT_MLO,1,ok,1,True,4466.0,4681.0,1831.0,2118.0,0.9245982694684796,4466,4681,1831,2118,926.6133321225643,1005,,,,,,,,,,,,
train,Mass-Training_P_00720_RIGHT_MLO_1,Mass-Training_P_00720_RIGHT_MLO,1,ok,1,True,3401.0,3645.0,0.0,165.0,0.655952380952381,3401,3645,0,165,456.20433780550957,560,2387.0,2487.0,1661.0,1783.0,90.76222881674767,194.0,,,,,,
train,Mass-Training_P_00728_RIGHT_CC_1,Mass-Training_P_00728_RIGHT_CC,1,ok,1,True,2408.0,2720.0,2309.0,2753.0,0.889059206744587,2408,2720,2309,2753,2858.365066409111,3356,,,,,,,,,,,,
train,Mass-Training_P_00728_RIGHT_MLO_1,Mass-Training_P_00728_RIGHT_MLO,1,ok,1,True,3549.0,3825.0,2424.0,2773.0,0.9037900874635568,3549,3825,2424,2773,2062.426908135414,2195,,,,,,,,,,,,
train,Mass-Training_P_00730_RIGHT_CC_1,Mass-Training_P_00730_RIGHT_CC,1,ok,1,True,1958.0,2125.0,2593.0,2667.0,0.5993640699523053,1958,2125,2593,2667,320.5845248699188,451,,,,,,,,,,,,
train,Mass-Training_P_00731_RIGHT_CC_1,Mass-Training_P_00731_RIGHT_CC,1,ok,1,True,1916.0,2304.0,2311.0,2686.0,0.7639496717724289,1916,2304,2311,2686,2033.804105579853,2325,,,,,,,,,,,,
train,Mass-Training_P_00731_RIGHT_MLO_1,Mass-Training_P_00731_RIGHT_MLO,1,ok,1,True,2537.0,2874.0,2032.0,2395.0,0.8980179028132992,2537,2874,2032,2395,1936.444255232811,2026,,,,,,,,,,,,
train,Mass-Training_P_00733_RIGHT_CC_1,Mass-Training_P_00733_RIGHT_CC,1,ok,1,True,1705.0,2078.0,77.0,373.0,0.7993267736923874,1705,2078,77,373,2289.14343008399,2455,,,,,,,,,,,,
train,Mass-Training_P_00733_RIGHT_MLO_1,Mass-Training_P_00733_RIGHT_MLO,1,ok,1,True,2250.0,2503.0,854.0,1154.0,0.867009867009867,2250,2503,854,1154,1506.2656909823418,1621,,,,,,,,,,,,
train,Mass-Training_P_00734_RIGHT_MLO_1,Mass-Training_P_00734_RIGHT_MLO,1,ok,2,True,3088.0,3372.0,2536.0,2711.0,0.8398550724637681,3027,3320,1927,2219,2135.931853979826,2995,3088.0,3372.0,2536.0,2711.0,700.2631624341011,1678.0,,,,,,
train,Mass-Training_P_00737_LEFT_CC_1,Mass-Training_P_00737_LEFT_CC,1,ok,1,True,955.0,1661.0,0.0,356.0,0.9291338582677166,955,1661,0,356,4096.196861296892,4982,,,,,,,,,,,,
train,Mass-Training_P_00737_LEFT_MLO_1,Mass-Training_P_00737_LEFT_MLO,1,ok,1,True,2313.0,3143.0,415.0,1239.0,0.8883147386964181,2313,3143,415,1239,11448.994504660368,12809,,,,,,,,,,,,
train,Mass-Training_P_00739_LEFT_CC_1,Mass-Training_P_00739_LEFT_CC,1,ok,1,True,2609.0,2816.0,620.0,832.0,0.8626560726447219,2609,2816,620,832,973.4688732624054,1040,,,,,,,,,,,,
train,Mass-Training_P_00739_LEFT_MLO_1,Mass-Training_P_00739_LEFT_MLO,1,ok,1,True,3177.0,3335.0,819.0,1016.0,0.7595744680851064,3177,3335,819,1016,731.45625436306,1001,,,,,,,,,,,,
train,Mass-Training_P_00746_LEFT_CC_1,Mass-Training_P_00746_LEFT_CC,1,ok,1,True,1989.0,2335.0,379.0,654.0,0.651199370821864,1989,2335,379,654,2587.2055479586124,2982,,,,,,,,,,,,
train,Mass-Training_P_00746_LEFT_MLO_1,Mass-Training_P_00746_LEFT_MLO,1,ok,1,True,2710.0,3027.0,855.0,1151.0,0.9203125,2710,3027,855,1151,2459.4869832098484,2638,,,,,,,,,,,,
train,Mass-Training_P_00747_LEFT_CC_1,Mass-Training_P_00747_LEFT_CC,1,ok,1,True,2824.0,3063.0,1223.0,1483.0,0.9791666666666666,2824,3063,1223,1483,1519.2738222777843,1789,,,,,,,,,,,,
train,Mass-Training_P_00747_LEFT_MLO_1,Mass-Training_P_00747_LEFT_MLO,1,ok,1,True,3519.0,3791.0,1321.0,1613.0,0.8342203299627461,3519,3791,1321,1613,2066.8000681102276,2235,,,,,,,,,,,,
train,Mass-Training_P_00753_RIGHT_CC_1,Mass-Training_P_00753_RIGHT_CC,1,ok,1,True,2293.0,2627.0,2208.0,2543.0,0.794289897510981,2293,2627,2208,2543,3096.8901116251945,3342,,,,,,,,,,,,
train,Mass-Training_P_00753_RIGHT_MLO_1,Mass-Training_P_00753_RIGHT_MLO,1,ok,1,True,2988.0,3316.0,2090.0,2408.0,0.943857468406878,2988,3316,2090,2408,3180.3522332012653,3311,,,,,,,,,,,,
train,Mass-Training_P_00754_LEFT_CC_1,Mass-Training_P_00754_LEFT_CC,1,ok,1,True,3400.0,3566.0,1834.0,2032.0,0.8941176470588236,3400,3566,1834,2032,892.0583440363407,928,,,,,,,,,,,,
train,Mass-Training_P_00754_LEFT_MLO_1,Mass-Training_P_00754_LEFT_MLO,1,ok,1,True,3309.0,3544.0,1888.0,2070.0,0.9782608695652174,3309,3544,1888,2070,951.8253195285797,1032,,,,,,,,,,,,
train,Mass-Training_P_00764_RIGHT_CC_1,Mass-Training_P_00764_RIGHT_CC,1,ok,1,True,2211.0,2486.0,1602.0,1961.0,0.825543120473996,2211,2486,1602,1961,1508.0065078437328,1755,,,,,,,,,,,,
train,Mass-Training_P_00764_RIGHT_MLO_1,Mass-Training_P_00764_RIGHT_MLO,1,ok,1,True,3017.0,3278.0,2227.0,2495.0,0.7919762258543833,3017,3278,2227,2495,1102.2071523368359,1242,,,,,,,,,,,,
train,Mass-Training_P_00765_RIGHT_CC_1,Mass-Training_P_00765_RIGHT_CC,1,ok,1,True,3199.0,3339.0,2054.0,2221.0,0.8534906588003933,3199,3339,2054,2221,623.601366519928,650,,,,,,,,,,,,
train,Mass-Training_P_00765_RIGHT_MLO_1,Mass-Training_P_00765_RIGHT_MLO,1,ok,1,True,2477.0,2619.0,1915.0,2046.0,0.7554945054945055,2477,2619,1915,2046,400.881026417017,444,,,,,,,,,,,,
train,Mass-Training_P_00770_RIGHT_CC_1,Mass-Training_P_00770_RIGHT_CC,1,ok,1,True,4190.0,4338.0,1653.0,1882.0,0.8915375446960667,4190,4338,1653,1882,551.0730811953545,591,,,,,,,,,,,,
train,Mass-Training_P_00775_LEFT_CC_1,Mass-Training_P_00775_LEFT_CC,1,ok,1,True,1508.0,2029.0,261.0,818.0,0.8420661464139725,1508,2029,261,818,5542.413397014141,8336,,,,,,,,,,,,
train,Mass-Training_P_00775_LEFT_MLO_1,Mass-Training_P_00775_LEFT_MLO,1,ok,1,True,1268.0,1886.0,732.0,1505.0,0.9020565552699229,1268,1886,732,1505,10821.402401030064,12475,,,,,,,,,,,,
train,Mass-Training_P_00776_RIGHT_CC_1,Mass-Training_P_00776_RIGHT_CC,1,ok,1,True,2474.0,2707.0,2290.0,2511.0,0.8016666666666666,2474,2707,2290,2511,831.394048333168,882,,,,,,,,,,,,
train,Mass-Training_P_00776_RIGHT_MLO_1,Mass-Training_P_00776_RIGHT_MLO,1,ok,1,True,1981.0,2206.0,1809.0,2047.0,0.766023166023166,1981,2206,1809,2047,637.5451256334782,727,,,,,,,,,,,,
train,Mass-Training_P_00778_RIGHT_CC_1,Mass-Training_P_00778_RIGHT_CC,2,ok,1,True,1883.0,2335.0,1734.0,1926.0,0.3468208092485549,1883,2335,1734,1926,616.0338563024998,1469,958.0,1186.0,2883.0,3053.0,473.13116350769997,952.0,,,,,,
train,Mass-Training_P_00778_RIGHT_CC_2,Mass-Training_P_00778_RIGHT_CC,2,ok,0,False,,,,,0.0,1883,2335,1734,1926,616.0338563024998,1469,958.0,1186.0,2883.0,3053.0,473.13116350769997,952.0,,,,,,
train,Mass-Training_P_00778_RIGHT_MLO_1,Mass-Training_P_00778_RIGHT_MLO,2,ok,1,True,2553.0,2888.0,1729.0,1963.0,0.8348623853211009,2553,2888,1729,1963,1399.3858996629715,1631,,,,,,,,,,,,
train,Mass-Training_P_00778_RIGHT_MLO_2,Mass-Training_P_00778_RIGHT_MLO,2,ok,0,False,,,,,0.0,2553,2888,1729,1963,1399.3858996629715,1631,,,,,,,,,,,,
train,Mass-Training_P_00779_LEFT_CC_1,Mass-Training_P_00779_LEFT_CC,1,ok,1,True,1692.0,2157.0,924.0,1324.0,0.8933566433566433,1692,2157,924,1324,3051.8028161525726,3208,,,,,,,,,,,,
train,Mass-Training_P_00779_LEFT_MLO_1,Mass-Training_P_00779_LEFT_MLO,1,ok,1,True,2895.0,3432.0,1222.0,1627.0,0.9344994417566059,2895,3432,1222,1627,3186.671126484871,3511,,,,,,,,,,,,
train,Mass-Training_P_00782_RIGHT_CC_1,Mass-Training_P_00782_RIGHT_CC,1,ok,1,True,3105.0,3511.0,780.0,1268.0,0.9333333333333333,3105,3511,780,1268,4115.7027670145035,4587,,,,,,,,,,,,
train,Mass-Training_P_00794_LEFT_CC_1,Mass-Training_P_00794_LEFT_CC,1,ok,1,True,1934.0,2345.0,1151.0,1530.0,0.8470354860039674,1934,2345,1151,1530,2604.029190182686,2810,,,,,,,,,,,,
train,Mass-Training_P_00794_LEFT_MLO_1,Mass-Training_P_00794_LEFT_MLO,1,ok,1,True,2510.0,2883.0,1532.0,1882.0,0.8611111111111112,2510,2883,1532,1882,2847.3577814996243,3030,650.0,904.0,435.0,684.0,810.8537904322147,1445.0,,,,,,
train,Mass-Training_P_00797_LEFT_CC_1,Mass-Training_P_00797_LEFT_CC,2,ok,2,True,1456.0,1624.0,131.0,332.0,0.6522435897435898,1933,2284,332,749,4652.815756320953,5185,1456.0,1624.0,131.0,332.0,756.483694344759,1187.0,,,,,,
train,Mass-Training_P_00797_LEFT_CC_2,Mass-Training_P_00797_LEFT_CC,2,ok,1,True,1933.0,2284.0,332.0,749.0,0.859944681921046,1933,2284,332,749,4652.815756320953,5185,1456.0,1624.0,131.0,332.0,756.483694344759,1187.0,,,,,,
train,Mass-Training_P_00797_LEFT_MLO_1,Mass-Training_P_00797_LEFT_MLO,2,ok,2,True,2451.0,2720.0,379.0,610.0,0.8805970149253731,1929,2424,944,1392,6485.4124192893505,7171,2451.0,2720.0,379.0,610.0,1721.9771596193314,2016.0,,,,,,
train,Mass-Training_P_00797_LEFT_MLO_2,Mass-Training_P_00797_LEFT_MLO,2,ok,1,True,1929.0,2424.0,944.0,1392.0,0.8713304184884447,1929,2424,944,1392,6485.4124192893505,7171,2451.0,2720.0,379.0,610.0,1721.9771596193314,2016.0,,,,,,
train,Mass-Training_P_00797_RIGHT_CC_1,Mass-Training_P_00797_RIGHT_CC,1,ok,1,True,1736.0,2030.0,2035.0,2344.0,0.9528611041088985,1736,2030,2035,2344,2430.3322891294956,2626,,,,,,,,,,,,
train,Mass-Training_P_00797_RIGHT_MLO_1,Mass-Training_P_00797_RIGHT_MLO,1,ok,1,True,2453.0,2756.0,1624.0,1947.0,0.9154929577464789,2453,2756,1624,1947,2852.463638216257,3184,,,,,,,,,,,,
train,Mass-Training_P_00798_RIGHT_CC_1,Mass-Training_P_00798_RIGHT_CC,1,ok,1,True,2028.0,2540.0,1673.0,2277.0,0.8321513002364066,2028,2540,1673,2277,8615.472959756851,10515,,,,,,,,,,,,
train,Mass-Training_P_00798_RIGHT_MLO_1,Mass-Training_P_00798_RIGHT_MLO,1,ok,1,True,1752.0,2252.0,1412.0,1986.0,0.9022467481277099,1752,2252,1412,1986,7458.77990847826,9255,,,,,,,,,,,,
train,Mass-Training_P_00802_LEFT_CC_1,Mass-Training_P_00802_LEFT_CC,1,ok,1,True,2163.0,3181.0,521.0,1509.0,0.9079781370567702,2163,3181,521,1509,21578.408350348473,28364,1564.0,1937.0,428.0,851.0,2685.02440276742,4509.0,,,,,,
train,Mass-Training_P_00802_LEFT_MLO_1,Mass-Training_P_00802_LEFT_MLO,3,ok,1,True,1586.0,2498.0,748.0,2408.0,0.2715113251757355,1586,2498,748,2408,23472.832638710737,29800,,,,,,,,,,,,
train,Mass-Training_P_00802_LEFT_MLO_2,Mass-Training_P_00802_LEFT_MLO,3,ok,0,False,,,,,0.0,1586,2498,748,2408,23472.832638710737,29800,,,,,,,,,,,,
train,Mass-Training_P_00802_LEFT_MLO_3,Mass-Training_P_00802_LEFT_MLO,3,ok,0,False,,,,,0.0,1586,2498,748,2408,23472.832638710737,29800,,,,,,,,,,,,
train,Mass-Training_P_00803_LEFT_CC_1,Mass-Training_P_00803_LEFT_CC,1,ok,1,True,3139.0,3414.0,2702.0,3034.0,0.7877155172413793,3139,3414,2702,3034,1713.1975766718388,1935,,,,,,,,,,,,
train,Mass-Training_P_00810_RIGHT_MLO_1,Mass-Training_P_00810_RIGHT_MLO,1,ok,1,True,3355.0,3504.0,1469.0,1624.0,0.9285714285714286,3355,3504,1469,1624,504.26741203665733,528,,,,,,,,,,,,
train,Mass-Training_P_00814_LEFT_CC_1,Mass-Training_P_00814_LEFT_CC,1,ok,1,True,1842.0,2338.0,0.0,287.0,0.9054945054945055,1842,2338,0,287,2418.8181223869324,4661,2771.0,2883.0,822.0,992.0,202.30928725004196,450.0,2708.0,2781.0,919.0,958.0,29.22765788435936,68.0
train,Mass-Training_P_00814_LEFT_MLO_1,Mass-Training_P_00814_LEFT_MLO,1,ok,1,True,1948.0,2375.0,371.0,774.0,0.9123434704830053,1948,2375,371,774,5048.578632444143,5798,,,,,,,,,,,,
train,Mass-Training_P_00815_LEFT_CC_1,Mass-Training_P_00815_LEFT_CC,1,ok,1,True,1449.0,1840.0,1667.0,2068.0,0.8826256258112368,1449,1840,1667,2068,3076.8198807537556,3667,,,,,,,,,,,,
train,Mass-Training_P_00815_LEFT_MLO_1,Mass-Training_P_00815_LEFT_MLO,1,ok,1,True,1972.0,2411.0,1924.0,2542.0,0.8938226158978488,1972,2411,1924,2542,4161.525550484657,5193,,,,,,,,,,,,
train,Mass-Training_P_00816_RIGHT_CC_1,Mass-Training_P_00816_RIGHT_CC,1,ok,1,True,2471.0,2691.0,61.0,314.0,0.7726075504828798,2471,2691,61,314,1668.2989014089108,1939,,,,,,,,,,,,
train,Mass-Training_P_00816_RIGHT_MLO_1,Mass-Training_P_00816_RIGHT_MLO,1,ok,1,True,3839.0,4081.0,32.0,252.0,0.786488740617181,3839,4081,32,252,1139.5727793872356,1404,,,,,,,,,,,,
train,Mass-Training_P_00818_RIGHT_CC_1,Mass-Training_P_00818_RIGHT_CC,1,ok,1,True,3079.0,3320.0,2225.0,2475.0,0.8136986301369863,3079,3320,2225,2475,1788.7366734147072,2076,,,,,,,,,,,,
train,Mass-Training_P_00818_RIGHT_MLO_1,Mass-Training_P_00818_RIGHT_MLO,1,ok,1,True,2560.0,2823.0,2266.0,2488.0,0.8005427408412483,2560,2823,2266,2488,1755.4918855428696,2024,,,,,,,,,,,,
train,Mass-Training_P_00823_RIGHT_CC_1,Mass-Training_P_00823_RIGHT_CC,1,ok,1,True,2055.0,2227.0,323.0,553.0,0.8388157894736842,2055,2227,323,553,889.212939530611,980,,,,,,,,,,,,
train,Mass-Training_P_00823_RIGHT_MLO_1,Mass-Training_P_00823_RIGHT_MLO,1,ok,1,True,3421.0,3577.0,702.0,896.0,0.8195364238410596,3421,3577,702,896,725.7162235379219,824,,,,,,,,,,,,
train,Mass-Training_P_00826_LEFT_CC_1,Mass-Training_P_00826_LEFT_CC,1,ok,1,True,3099.0,3334.0,691.0,963.0,0.8683819891142999,3099,3334,691,963,1160.7978784739971,1212,,,,,,,,,,,,
train,Mass-Training_P_00826_LEFT_MLO_1,Mass-Training_P_00826_LEFT_MLO,1,ok,1,True,3457.0,3697.0,856.0,1135.0,0.8470111448834853,3457,3697,856,1135,1064.2784662246704,1180,,,,,,,,,,,,
train,Mass-Training_P_00828_LEFT_CC_1,Mass-Training_P_00828_LEFT_CC,1,ok,1,True,2660.0,3078.0,1918.0,2342.0,0.7809553739786298,2660,3078,1918,2342,3809.77576777339,4279,,,,,,,,,,,,
train,Mass-Training_P_00829_LEFT_CC_1,Mass-Training_P_00829_LEFT_CC,1,ok,1,True,4939.0,5229.0,2866.0,3175.0,0.825542570951586,4939,5229,2866,3175,1417.8655689954758,1633,,,,,,,,,,,,
train,Mass-Training_P_00829_LEFT_MLO_1,Mass-Training_P_00829_LEFT_MLO,1,ok,1,True,5024.0,5261.0,3100.0,3437.0,0.8534095549203756,5024,5261,3100,3437,1158.5396535992622,1376,928.0,1127.0,3001.0,3206.0,640.4333297610283,833.0,,,,,,
train,Mass-Training_P_00841_RIGHT_CC_1,Mass-Training_P_00841_RIGHT_CC,1,ok,1,True,2983.0,3265.0,3311.0,3651.0,0.9588336192109777,2983,3265,3311,3651,1630.8804557323456,1781,,,,,,,,,,,,
train,Mass-Training_P_00841_RIGHT_MLO_1,Mass-Training_P_00841_RIGHT_MLO,1,ok,1,True,3002.0,3328.0,2852.0,3267.0,0.906865671641791,3002,3328,2852,3267,1718.7628192901611,1827,,,,,,,,,,,,
train,Mass-Training_P_00844_RIGHT_CC_1,Mass-Training_P_00844_RIGHT_CC,1,ok,1,True,1525.0,1739.0,2027.0,2272.0,0.7659574468085106,1525,1739,2027,2272,1190.9163391292095,1367,,,,,,,,,,,,
train,Mass-Training_P_00844_RIGHT_MLO_1,Mass-Training_P_00844_RIGHT_MLO,1,ok,1,True,2866.0,3059.0,2155.0,2433.0,0.9557873820168902,2866,3059,2155,2433,1178.1528622806072,1403,460.0,567.0,2112.0,2235.0,216.31754577159882,384.0,,,,,,
train,Mass-Training_P_00847_LEFT_MLO_1,Mass-Training_P_00847_LEFT_MLO,1,ok,1,True,2234.0,2498.0,858.0,1122.0,0.9461098012798922,2234,2498,858,1122,1713.3302737176418,1899,,,,,,,,,,,,
train,Mass-Training_P_00848_LEFT_CC_1,Mass-Training_P_00848_LEFT_CC,1,ok,1,True,1298.0,1612.0,0.0,279.0,0.897025171624714,1298,1612,0,279,2163.3147928118706,2527,,,,,,,,,,,,
train,Mass-Training_P_00848_LEFT_MLO_1,Mass-Training_P_00848_LEFT_MLO,1,ok,1,True,1584.0,1760.0,950.0,1171.0,0.7478260869565218,1584,1760,950,1171,915.540675342083,1111,,,,,,,,,,,,
train,Mass-Training_P_00851_LEFT_CC_1,Mass-Training_P_00851_LEFT_CC,1,ok,1,True,1031.0,1259.0,3441.0,3722.0,0.9042218021424071,1031,1259,3441,3722,1034.727797985077,1125,,,,,,,,,,,,
train,Mass-Training_P_00851_LEFT_MLO_1,Mass-Training_P_00851_LEFT_MLO,1,ok,1,True,2860.0,3126.0,3494.0,3789.0,0.7356624917600527,2860,3126,3494,3789,845.7159258723259,958,,,,,,,,,,,,
train,Mass-Training_P_00853_RIGHT_CC_1,Mass-Training_P_00853_RIGHT_CC,1,ok,1,True,3114.0,3302.0,405.0,640.0,0.7399577167019028,3114,3302,405,640,767.0849507153034,903,,,,,,,,,,,,
train,Mass-Training_P_00859_LEFT_CC_1,Mass-Training_P_00859_LEFT_CC,1,ok,1,True,2813.0,3079.0,1209.0,1563.0,0.971830985915493,2813,3079,1209,1563,2386.78284573555,2518,,,,,,,,,,,,
train,Mass-Training_P_00859_LEFT_MLO_1,Mass-Training_P_00859_LEFT_MLO,1,ok,1,True,3142.0,3484.0,1327.0,1658.0,0.967741935483871,3142,3484,1327,1658,2246.309133172035,2538,,,,,,,,,,,,
train,Mass-Training_P_00863_RIGHT_CC_1,Mass-Training_P_00863_RIGHT_CC,1,ok,1,True,662.0,1153.0,1512.0,1977.0,0.9593746676592577,662,1153,1512,1977,5355.997945040464,6342,,,,,,,,,,,,
train,Mass-Training_P_00863_RIGHT_MLO_1,Mass-Training_P_00863_RIGHT_MLO,1,ok,1,True,2637.0,3030.0,1513.0,1921.0,0.8603230030554343,2637,3030,1513,1921,3662.486030727625,4375,,,,,,,,,,,,
train,Mass-Training_P_00865_RIGHT_MLO_1,Mass-Training_P_00865_RIGHT_MLO,2,ok,2,True,3266.0,3544.0,1062.0,1341.0,0.9122807017543859,3115,3443,440,767,2183.728429466486,2524,3266.0,3544.0,1062.0,1341.0,1067.3345770835876,1772.0,,,,,,
train,Mass-Training_P_00865_RIGHT_MLO_2,Mass-Training_P_00865_RIGHT_MLO,2,ok,1,True,3115.0,3443.0,440.0,767.0,0.7714044706874736,3115,3443,440,767,2183.728429466486,2524,3266.0,3544.0,1062.0,1341.0,1067.3345770835876,1772.0,,,,,,
train,Mass-Training_P_00869_LEFT_CC_1,Mass-Training_P_00869_LEFT_CC,1,ok,1,True,1142.0,1335.0,97.0,316.0,0.8144280968201234,1142,1335,97,316,986.1468688845634,1195,,,,,,,,,,,,
train,Mass-Training_P_00869_LEFT_MLO_1,Mass-Training_P_00869_LEFT_MLO,1,ok,1,True,1890.0,2122.0,357.0,578.0,0.8136792452830188,1890,2122,357,578,1136.4062331318855,1452,,,,,,,,,,,,
