lesion_id,status,n_comp,n_specks,largest_frac,raw_area,lcc_area,area_ratio,box_iou
Mass-Training_P_00376_RIGHT_MLO_4,ok,12,11,0.9992916262769368,41790,41790,1.0,1.0
Mass-Training_P_00386_LEFT_MLO_1,ok,15,14,0.9990252756117236,51940,51940,1.0,1.0
Mass-Training_P_00384_RIGHT_CC_1,ok,10,9,0.9996999193533262,85785,85785,1.0,1.0
Mass-Training_P_00386_LEFT_CC_1,ok,10,8,0.998410343365833,43862,43680,1.0041666666666667,0.995850622406639
Mass-Training_P_00385_RIGHT_CC_1,ok,12,11,0.9996153390933838,50268,50268,1.0,1.0
Mass-Training_P_00389_LEFT_MLO_1,ok,9,8,0.9998993193991381,138744,138744,1.0,1.0
Mass-Training_P_00385_RIGHT_MLO_1,ok,10,9,0.9998278088678433,78010,78010,1.0,1.0
Mass-Training_P_00384_RIGHT_MLO_1,ok,5,4,0.9998885069218619,98235,98235,1.0,1.0
Mass-Training_P_00396_LEFT_CC_1,ok,2,1,0.9999601498366143,44232,44232,1.0,1.0
Mass-Training_P_00401_LEFT_MLO_1,ok,10,9,0.9992804560801462,27984,27984,1.0,1.0
Mass-Training_P_00408_RIGHT_CC_1,ok,10,8,0.99984823507863,304080,304080,1.0,1.0
Mass-Training_P_00383_LEFT_MLO_1,ok,14,13,0.9998420720151611,197072,197072,1.0,1.0
Mass-Training_P_00406_RIGHT_CC_1,ok,17,15,0.9993229931310427,214344,214344,1.0,1.0
Mass-Training_P_00399_RIGHT_MLO_1,ok,15,14,0.9996630727762803,104664,104370,1.0028169014084507,0.9971910112359551
Mass-Training_P_00396_LEFT_MLO_1,ok,6,5,0.999716240501939,52405,52405,1.0,1.0
Mass-Training_P_00401_LEFT_CC_1,ok,3,2,0.9998846397877372,26100,26100,1.0,1.0
Mass-Training_P_00406_RIGHT_MLO_1,ok,18,17,0.9998428249593965,210485,210040,1.0021186440677967,0.9978858350951374
Mass-Training_P_00399_RIGHT_CC_1,ok,16,15,0.9996563263091255,90252,90252,1.0,1.0
Mass-Training_P_00413_LEFT_MLO_1,ok,40,39,0.9997256920999325,296400,296400,1.0,1.0
Mass-Training_P_00413_LEFT_CC_1,ok,44,43,0.9997838936756884,429760,429760,1.0,1.0
Mass-Training_P_00408_RIGHT_MLO_1,ok,26,25,0.9997376779536045,236919,236919,1.0,1.0
Mass-Training_P_00412_RIGHT_MLO_1,ok,7,6,0.9998615394297942,123396,123396,1.0,1.0
Mass-Training_P_00411_RIGHT_CC_1,ok,20,19,0.9996114948948001,119880,119880,1.0,1.0
Mass-Training_P_00412_RIGHT_CC_1,ok,7,6,0.9999401305154763,241654,241654,1.0,1.0
Mass-Training_P_00411_RIGHT_MLO_1,ok,9,8,0.9997801086263386,73440,73440,1.0,1.0
Mass-Training_P_00419_LEFT_CC_2,ok,16,15,0.9996747967479674,93440,93120,1.0034364261168385,0.9965753424657534
Mass-Training_P_00417_RIGHT_CC_1,ok,12,11,0.9994641787751757,48807,48807,1.0,1.0
Mass-Training_P_00419_LEFT_CC_1,ok,16,15,0.9993504384540435,46413,46222,1.0041322314049588,0.9958847736625515
Mass-Training_P_00415_RIGHT_CC_1,ok,9,7,0.9990003042552267,38220,38220,1.0,1.0
Mass-Training_P_00419_LEFT_MLO_2,ok,8,7,0.9993622177813682,42558,42558,1.0,1.0
Mass-Training_P_00417_RIGHT_MLO_1,ok,12,11,0.9997606510292005,86688,86688,1.0,1.0
Mass-Training_P_00414_LEFT_CC_1,ok,15,14,0.9996051705491563,90720,90720,1.0,1.0
Mass-Training_P_00415_RIGHT_MLO_1,ok,10,9,0.9996480360411094,45954,45954,1.0,1.0
Mass-Training_P_00419_LEFT_MLO_1,ok,12,11,0.9998640431106937,133176,133176,1.0,1.0
Mass-Training_P_00414_LEFT_MLO_1,ok,8,7,0.9997563798038858,46438,46438,1.0,1.0
Mass-Training_P_00426_RIGHT_CC_1,ok,12,10,0.999181789573062,77182,76884,1.003875968992248,0.9961389961389961
Mass-Training_P_00421_LEFT_CC_1,ok,14,13,0.9993418346359523,40352,40158,1.0048309178743962,0.9951923076923077
Mass-Training_P_00419_RIGHT_CC_1,ok,16,15,0.9992074071405411,54720,54720,1.0,1.0
Mass-Training_P_00419_RIGHT_MLO_1,ok,15,14,0.9994104435710275,60024,60024,1.0,1.0
Mass-Training_P_00423_RIGHT_CC_1,ok,1,0,1.0,621824,621824,1.0,1.0
Mass-Training_P_00420_RIGHT_CC_1,ok,14,13,0.9989962238898714,34903,34903,1.0,1.0
Mass-Training_P_00420_RIGHT_CC_2,ok,15,13,0.9971227798373264,27900,27900,1.0,1.0
Mass-Training_P_00420_RIGHT_MLO_2,ok,6,5,0.9997809227533628,33580,33580,1.0,1.0
Mass-Training_P_00420_RIGHT_MLO_1,ok,7,6,0.9994211623060894,29684,29684,1.0,1.0
Mass-Training_P_00421_LEFT_MLO_1,ok,13,12,0.9985387238188017,27360,27360,1.0,1.0
Mass-Training_P_00426_RIGHT_MLO_1,ok,10,9,0.999523225718567,43240,43240,1.0,1.0
Mass-Training_P_00431_RIGHT_CC_1,ok,26,25,0.9996242591928405,174902,174902,1.0,1.0
Mass-Training_P_00427_RIGHT_MLO_1,ok,4,3,0.9994892747701737,34278,33884,1.0116279069767442,0.9885057471264368
Mass-Training_P_00428_LEFT_CC_1,ok,4,3,0.9998441153546376,30644,30644,1.0,1.0
Mass-Training_P_00431_RIGHT_MLO_2,ok,14,13,0.9998838141491129,279169,279169,1.0,1.0
Mass-Training_P_00432_LEFT_MLO_1,ok,3,2,0.9997396002864397,30227,30227,1.0,1.0
Mass-Training_P_00430_LEFT_MLO_1,ok,11,10,0.9997334967886363,57856,57856,1.0,1.0
Mass-Training_P_00430_LEFT_CC_1,ok,7,6,0.9998404403845387,70738,70738,1.0,1.0
Mass-Training_P_00436_LEFT_MLO_1,ok,3,2,0.999861470262283,58555,58555,1.0,1.0
Mass-Training_P_00432_LEFT_CC_2,ok,10,9,0.9992507577563601,50456,50456,1.0,1.0
Mass-Training_P_00432_LEFT_CC_1,ok,15,14,0.9994006951935754,35638,35638,1.0,1.0
Mass-Training_P_00435_RIGHT_MLO_1,ok,19,18,0.998146470055194,37022,37022,1.0,1.0
Mass-Training_P_00432_LEFT_MLO_2,ok,12,11,0.9994935049457753,55221,55221,1.0,1.0
Mass-Training_P_00436_LEFT_CC_1,ok,5,4,0.9997975357204836,48530,48530,1.0,1.0
Mass-Training_P_00437_LEFT_CC_1,ok,12,10,0.9995329025656995,155155,155155,1.0,1.0
Mass-Training_P_00439_RIGHT_MLO_1,ok,18,17,0.9997869888943756,144364,144364,1.0,1.0
Mass-Training_P_00440_RIGHT_MLO_1,ok,1,0,1.0,66550,66550,1.0,1.0
Mass-Training_P_00439_RIGHT_CC_1,ok,22,21,0.9997160538161532,186238,186238,1.0,1.0
Mass-Training_P_00437_LEFT_MLO_1,ok,1,0,1.0,153300,153300,1.0,1.0
Mass-Training_P_00444_LEFT_CC_1,ok,2,1,0.9999617693160531,40392,40188,1.0050761421319796,0.9949494949494949
Mass-Training_P_00450_LEFT_CC_1,ok,29,28,0.999663780208319,222740,222740,1.0,1.0
Mass-Training_P_00441_RIGHT_MLO_1,ok,21,20,0.9998162327718224,213345,213345,1.0,1.0
Mass-Training_P_00444_LEFT_MLO_1,ok,4,3,0.9997835497835498,44576,44576,1.0,1.0
Mass-Training_P_00442_RIGHT_CC_1,ok,13,12,0.99991493033402,251500,251500,1.0,1.0
Mass-Training_P_00442_RIGHT_MLO_1,ok,16,15,0.999893847527584,225487,225487,1.0,1.0
Mass-Training_P_00450_LEFT_MLO_1,ok,36,35,0.9997621340635624,293752,293752,1.0,1.0
Mass-Training_P_00453_LEFT_MLO_1,ok,2,1,0.9999329061692778,44238,44238,1.0,1.0
Mass-Training_P_00454_RIGHT_CC_1,ok,9,8,0.9997499471041951,86710,86710,1.0,1.0
Mass-Training_P_00453_LEFT_CC_1,ok,3,2,0.9998956267612984,43485,43485,1.0,1.0
Mass-Training_P_00454_RIGHT_MLO_1,ok,18,17,0.9996570527109984,92412,92412,1.0,1.0
Mass-Training_P_00451_LEFT_CC_1,ok,9,8,0.9997620747085415,80282,80282,1.0,1.0
Mass-Training_P_00462_LEFT_CC_1,ok,24,23,0.9998541691167823,327712,327712,1.0,1.0
Mass-Training_P_00451_LEFT_MLO_1,ok,19,18,0.9994653571216412,87290,87290,1.0,1.0
Mass-Training_P_00462_LEFT_MLO_1,ok,41,40,0.9997721552709249,428064,428064,1.0,1.0
Mass-Training_P_00465_LEFT_CC_1,ok,20,19,0.9995864087554085,97785,97785,1.0,1.0
Mass-Training_P_00471_RIGHT_CC_1,ok,12,11,0.9998166513876157,85094,85094,1.0,1.0
Mass-Training_P_00484_RIGHT_CC_1,ok,12,11,0.9998888888888889,224660,224660,1.0,1.0
Mass-Training_P_00475_RIGHT_MLO_1,ok,8,7,0.9994800017333275,37536,37536,1.0,1.0
Mass-Training_P_00471_RIGHT_MLO_1,ok,10,9,0.9997750143172707,75815,75815,1.0,1.0
Mass-Training_P_00465_LEFT_MLO_1,ok,11,10,0.999768380011195,72675,72675,1.0,1.0
Mass-Training_P_00487_RIGHT_CC_1,ok,18,17,0.9990669552884974,43802,43318,1.011173184357542,0.988950276243094
Mass-Training_P_00468_LEFT_CC_1,ok,16,14,0.9983533573214612,56935,56935,1.0,1.0
Mass-Training_P_00475_LEFT_MLO_1,ok,12,11,0.9995814148179154,56595,56595,1.0,1.0
Mass-Training_P_00488_LEFT_MLO_1,ok,11,10,0.9995364419814998,71380,71380,1.0,1.0
Mass-Training_P_00487_RIGHT_MLO_1,ok,13,12,0.9994300274927915,53124,53124,1.0,1.0
Mass-Training_P_00488_LEFT_CC_1,ok,3,2,0.9998122418325197,25311,25311,1.0,1.0
Mass-Training_P_00496_LEFT_CC_1,ok,3,2,0.9998500637229177,18626,18626,1.0,1.0
Mass-Training_P_00495_RIGHT_MLO_2,ok,23,21,0.9997713135748262,272435,272435,1.0,1.0
Mass-Training_P_00492_RIGHT_MLO_1,ok,11,10,0.9998793457090164,185373,185373,1.0,1.0
Mass-Training_P_00468_LEFT_MLO_1,ok,15,13,0.9991265344664778,85904,85904,1.0,1.0
Mass-Training_P_00496_LEFT_MLO_1,ok,13,12,0.9996353261685651,73948,73948,1.0,1.0
Mass-Training_P_00495_RIGHT_CC_1,ok,1,0,1.0,162720,162720,1.0,1.0
Mass-Training_P_00499_RIGHT_CC_1,ok,10,9,0.999788068242026,81012,81012,1.0,1.0
Mass-Training_P_00509_RIGHT_CC_1,ok,11,10,0.9998060919447362,117936,117936,1.0,1.0
Mass-Training_P_00512_RIGHT_MLO_1,ok,15,13,0.9991432020874713,89999,89999,1.0,1.0
Mass-Training_P_00515_RIGHT_CC_1,ok,17,16,0.9998786725499837,238632,238143,1.002053388090349,0.9979508196721312
Mass-Training_P_00515_LEFT_CC_2,ok,10,9,0.9997286630488407,64944,64944,1.0,1.0
Mass-Training_P_00515_LEFT_MLO_2,ok,12,11,0.999793374199325,84672,84672,1.0,1.0
Mass-Training_P_00499_RIGHT_MLO_1,ok,10,9,0.9996892108345884,64860,64860,1.0,1.0
Mass-Training_P_00504_RIGHT_MLO_1,ok,12,11,0.9996518971604754,67452,67160,1.0043478260869565,0.9956709956709957
Mass-Training_P_00506_LEFT_MLO_1,ok,11,10,0.999526014511248,41516,41516,1.0,1.0
Mass-Training_P_00509_RIGHT_MLO_1,ok,13,12,0.9997311523658592,101472,101472,1.0,1.0
Mass-Training_P_00512_RIGHT_CC_1,ok,3,2,0.9998310097169413,17082,17082,1.0,1.0
Mass-Training_P_00518_LEFT_MLO_1,ok,7,6,0.999752256237834,54366,54366,1.0,1.0
Mass-Training_P_00519_RIGHT_MLO_1,ok,20,19,0.9994774843245298,63700,63700,1.0,1.0
Mass-Training_P_00517_LEFT_CC_1,ok,17,16,0.9998559174200985,321936,321936,1.0,1.0
Mass-Training_P_00517_LEFT_MLO_1,ok,36,35,0.9997193404007031,337440,337440,1.0,1.0
Mass-Training_P_00518_LEFT_CC_1,ok,11,10,0.9993318093898365,52851,52851,1.0,1.0
Mass-Training_P_00522_RIGHT_MLO_1,ok,10,9,0.9998260415760634,78396,78396,1.0,1.0
Mass-Training_P_00526_RIGHT_MLO_1,ok,4,3,0.9999407501036873,78279,78279,1.0,1.0
Mass-Training_P_00519_RIGHT_CC_1,ok,5,4,0.9998956637869871,72891,72624,1.0036764705882353,0.9963369963369964
Mass-Training_P_00528_LEFT_MLO_1,ok,7,6,0.9997560049883425,60009,60009,1.0,1.0
Mass-Training_P_00526_RIGHT_CC_1,ok,8,6,0.9993671420133322,76986,76986,1.0,1.0
Mass-Training_P_00534_LEFT_CC_1,ok,9,8,0.9997388010970354,59532,59286,1.004149377593361,0.9958677685950413
Mass-Training_P_00534_LEFT_MLO_1,ok,5,4,0.999919465249255,80276,80276,1.0,1.0
Mass-Training_P_00540_LEFT_CC_1,ok,14,13,0.9996810805740549,94424,94128,1.0031446540880504,0.9968652037617555
Mass-Training_P_00528_LEFT_MLO_2,ok,11,10,0.999731154999483,69500,69500,1.0,1.0
Mass-Training_P_00532_LEFT_CC_1,ok,7,6,0.999869109947644,110405,110405,1.0,1.0
Mass-Training_P_00535_LEFT_CC_1,ok,17,16,0.9990582161917053,47632,47424,1.0043859649122806,0.9956331877729258
Mass-Training_P_00528_RIGHT_MLO_1,ok,13,12,0.9997610124382162,127734,127734,1.0,1.0
Mass-Training_P_00528_RIGHT_CC_1,ok,5,4,0.999945331790475,165424,165424,1.0,1.0
Mass-Training_P_00539_RIGHT_MLO_1,ok,20,19,0.9996678172706134,91692,91409,1.0030959752321982,0.9969135802469136
Mass-Training_P_00539_RIGHT_CC_1,ok,35,34,0.9998086314854789,399848,399848,1.0,1.0
Mass-Training_P_00553_LEFT_CC_1,ok,13,12,0.9994168756195696,60480,60480,1.0,1.0
Mass-Training_P_00543_RIGHT_MLO_1,ok,29,28,0.9997260293725352,247434,246945,1.001980198019802,0.9980237154150198
Mass-Training_P_00540_LEFT_MLO_1,ok,16,15,0.9992281903475555,69527,69527,1.0,1.0
Mass-Training_P_00549_LEFT_CC_1,ok,14,13,0.9995130886410536,70308,70308,1.0,1.0
Mass-Training_P_00543_RIGHT_CC_1,ok,9,7,0.9996701896409564,108438,108438,1.0,1.0
Mass-Training_P_00549_LEFT_MLO_1,ok,15,14,0.9994379165439897,61065,61065,1.0,1.0
Mass-Training_P_00553_LEFT_MLO_1,ok,11,10,0.9994224898935732,63840,63840,1.0,1.0
Mass-Training_P_00550_RIGHT_MLO_1,ok,24,23,0.999382777009678,58911,58911,1.0,1.0
Mass-Training_P_00545_LEFT_MLO_1,ok,8,7,0.999360179149838,43130,43130,1.0,1.0
Mass-Training_P_00554_LEFT_CC_1,ok,2,1,0.9999636019509355,36855,36855,1.0,1.0
Mass-Training_P_00566_RIGHT_CC_1,ok,33,32,0.9996858609373686,275028,275028,1.0,1.0
Mass-Training_P_00566_RIGHT_MLO_1,ok,15,14,0.9998459377407223,196578,196578,1.0,1.0
Mass-Training_P_00554_LEFT_MLO_1,ok,7,6,0.999685195178989,43152,43152,1.0,1.0
Mass-Training_P_00560_RIGHT_MLO_1,ok,11,10,0.9996575845032529,75460,75460,1.0,1.0
Mass-Training_P_00568_LEFT_MLO_1,ok,31,30,0.9999161391419357,576008,576008,1.0,1.0
Mass-Training_P_00564_RIGHT_CC_1,ok,10,9,0.9998610176434444,218569,218569,1.0,1.0
Mass-Training_P_00568_LEFT_CC_1,ok,38,37,0.9998899382966575,569240,569240,1.0,1.0
Mass-Training_P_00569_RIGHT_CC_1,ok,10,9,0.9998581459677991,170144,170144,1.0,1.0
Mass-Training_P_00559_LEFT_CC_1,ok,15,14,0.9995021934600666,56404,56404,1.0,1.0
Mass-Training_P_00559_LEFT_MLO_1,ok,6,5,0.9994885346517773,38445,38445,1.0,1.0
Mass-Training_P_00573_RIGHT_MLO_1,ok,8,7,0.9996662110182153,105480,105480,1.0,1.0
Mass-Training_P_00572_RIGHT_MLO_1,ok,8,7,0.99979767882433,93074,93074,1.0,1.0
Mass-Training_P_00575_RIGHT_MLO_1,ok,3,2,0.999974189885016,126160,126160,1.0,1.0
Mass-Training_P_00572_RIGHT_CC_1,ok,34,33,0.999660202566961,248196,247680,1.0020833333333334,0.997920997920998
Mass-Training_P_00577_RIGHT_MLO_1,ok,8,7,0.9996423311592678,75504,75504,1.0,1.0
Mass-Training_P_00573_RIGHT_MLO_2,ok,3,2,0.9997169744569447,45760,45760,1.0,1.0
Mass-Training_P_00577_RIGHT_CC_1,ok,5,4,0.9998626750892612,78848,78848,1.0,1.0
Mass-Training_P_00581_LEFT_MLO_1,ok,16,15,0.9996122186381824,90552,90209,1.0038022813688212,0.9962121212121212
Mass-Training_P_00584_LEFT_MLO_1,ok,17,16,0.999785230286825,143439,143439,1.0,1.0
Mass-Training_P_00569_RIGHT_MLO_1,ok,21,20,0.9998411929584958,165126,165126,1.0,1.0
Mass-Training_P_00592_LEFT_MLO_1,ok,17,16,0.9997522328539236,124890,124890,1.0,1.0
Mass-Training_P_00586_LEFT_MLO_1,ok,22,21,0.9995613985762323,143871,143871,1.0,1.0
Mass-Training_P_00586_LEFT_MLO_2,ok,19,18,0.9997918967808033,194502,194502,1.0,1.0
Mass-Training_P_00586_LEFT_CC_1,ok,21,20,0.9998208068810158,217070,217070,1.0,1.0
Mass-Training_P_00597_RIGHT_MLO_1,ok,4,3,0.9998388483025354,70308,70308,1.0,1.0
Mass-Training_P_00592_LEFT_CC_1,ok,4,3,0.9997793190416141,41612,41612,1.0,1.0
Mass-Training_P_00596_RIGHT_CC_1,ok,5,4,0.9994373512226791,34322,34322,1.0,1.0
Mass-Training_P_00596_LEFT_CC_1,ok,11,10,0.9998430253300036,90812,90812,1.0,1.0
Mass-Training_P_00596_LEFT_MLO_1,ok,20,18,0.9994734694414827,121644,121644,1.0,1.0
Mass-Training_P_00596_RIGHT_MLO_1,ok,24,23,0.9989875354362597,78385,78385,1.0,1.0
Mass-Training_P_00611_RIGHT_CC_1,ok,11,10,0.9996805792163543,104880,104880,1.0,1.0
Mass-Training_P_00604_LEFT_CC_1,ok,2,1,0.9999773258055008,62094,62094,1.0,1.0
Mass-Training_P_00611_RIGHT_MLO_1,ok,17,16,0.999370820031226,64900,64900,1.0,1.0
Mass-Training_P_00617_RIGHT_MLO_1,ok,5,4,0.9986541049798116,18354,18354,1.0,1.0
Mass-Training_P_00622_LEFT_CC_1,ok,8,7,0.9997770676971093,62738,62738,1.0,1.0
Mass-Training_P_00607_RIGHT_MLO_1,ok,9,8,0.9991068070703272,37674,37674,1.0,1.0
Mass-Training_P_00604_LEFT_MLO_1,ok,4,3,0.9999324826142731,67760,67760,1.0,1.0
Mass-Training_P_00605_RIGHT_MLO_1,ok,15,14,0.9996918715720713,69160,69160,1.0,1.0
Mass-Training_P_00607_RIGHT_CC_1,ok,8,7,0.9994127243066884,30090,30090,1.0,1.0
Mass-Training_P_00616_LEFT_MLO_1,ok,4,3,0.9998972329984842,60909,60909,1.0,1.0
Mass-Training_P_00634_LEFT_MLO_2,ok,15,14,0.9996571758507452,83142,83142,1.0,1.0
Mass-Training_P_00634_RIGHT_MLO_1,ok,4,3,0.9999334841027006,131080,131080,1.0,1.0
Mass-Training_P_00634_LEFT_MLO_1,ok,10,9,0.9998283904585095,95734,95734,1.0,1.0
Mass-Training_P_00626_LEFT_CC_1,ok,11,10,0.99980024585126,105400,105400,1.0,1.0
Mass-Training_P_00630_LEFT_CC_1,ok,15,14,0.9998930890511935,286677,285475,1.0042105263157894,0.9958071278825996
Mass-Training_P_00634_LEFT_CC_1,ok,4,3,0.9998634004189054,76998,76998,1.0,1.0
Mass-Training_P_00634_LEFT_CC_2,ok,28,27,0.999378280294377,102723,102723,1.0,1.0
Mass-Training_P_00626_LEFT_MLO_1,ok,23,22,0.9996103737976378,118875,118875,1.0,1.0
Mass-Training_P_00630_LEFT_MLO_1,ok,19,18,0.9997486267572852,168462,168462,1.0,1.0
Mass-Training_P_00640_RIGHT_MLO_1,ok,2,1,0.9999554764024933,72420,72420,1.0,1.0
Mass-Training_P_00640_RIGHT_CC_1,ok,13,12,0.9996577920744645,73297,73297,1.0,1.0
Mass-Training_P_00653_LEFT_CC_1,ok,12,11,0.9997614693488113,92664,92664,1.0,1.0
Mass-Training_P_00651_RIGHT_MLO_1,ok,17,16,0.9998917426723322,202796,202796,1.0,1.0
Mass-Training_P_00648_LEFT_MLO_1,ok,9,8,0.9998882044516987,133578,133578,1.0,1.0
Mass-Training_P_00644_LEFT_MLO_1,ok,16,15,0.9997414417209639,111758,111758,1.0,1.0
Mass-Training_P_00637_RIGHT_CC_1,ok,4,3,0.999734223193456,56000,56000,1.0,1.0
Mass-Training_P_00648_LEFT_CC_1,ok,14,13,0.9997763216757454,116886,116886,1.0,1.0
Mass-Training_P_00644_LEFT_CC_1,ok,10,9,0.9998507771069125,151281,149988,1.0086206896551724,0.9914529914529915
Mass-Training_P_00653_LEFT_MLO_1,ok,19,18,0.999512987012987,80535,80535,1.0,1.0
Mass-Training_P_00659_RIGHT_MLO_1,ok,16,14,0.9995747240892872,178794,178794,1.0,1.0
Mass-Training_P_00661_LEFT_CC_1,ok,3,2,0.9999127209251581,31620,31620,1.0,1.0
Mass-Training_P_00661_LEFT_MLO_1,ok,6,5,0.9996947962765146,26219,26062,1.0060240963855422,0.9940119760479041
Mass-Training_P_00660_LEFT_CC_1,ok,8,7,0.9997268132768747,90746,90457,1.0031948881789137,0.9968152866242038
Mass-Training_P_00666_RIGHT_CC_1,ok,9,7,0.9992807117168275,49560,49560,1.0,1.0
Mass-Training_P_00665_LEFT_MLO_1,ok,11,10,0.9996445617954707,64428,64428,1.0,1.0
Mass-Training_P_00660_LEFT_MLO_1,ok,15,14,0.999351604778174,69966,69966,1.0,1.0
Mass-Training_P_00670_RIGHT_MLO_1,ok,10,9,0.9995749272471635,51584,51584,1.0,1.0
Mass-Training_P_00666_RIGHT_MLO_1,ok,12,11,0.9994397759103641,49776,49776,1.0,1.0
Mass-Training_P_00670_RIGHT_CC_1,ok,9,8,0.9996654704701661,62059,62059,1.0,1.0
Mass-Training_P_00675_LEFT_MLO_1,ok,20,19,0.9995489947787473,91260,91260,1.0,1.0
Mass-Training_P_00675_LEFT_CC_1,ok,14,13,0.9995612572611924,103037,102714,1.0031446540880504,0.9968652037617555
Mass-Training_P_00687_LEFT_CC_1,ok,10,9,0.9997562580739513,60606,60114,1.008184449545863,0.9918819918819919
Mass-Training_P_00673_RIGHT_MLO_3,ok,10,8,0.9985456811925414,33820,33642,1.0052910052910053,0.9947368421052631
Mass-Training_P_00673_RIGHT_MLO_1,ok,10,9,0.9996669655437428,60009,60009,1.0,1.0
Mass-Training_P_00678_LEFT_MLO_2,ok,5,4,0.9999684922270324,252800,252800,1.0,1.0
Mass-Training_P_00678_LEFT_CC_2,ok,3,2,0.9999839828295933,163296,163296,1.0,1.0
Mass-Training_P_00673_RIGHT_MLO_4,ok,3,2,0.9995782567947517,38000,38000,1.0,1.0
Mass-Training_P_00690_LEFT_MLO_1,ok,9,8,0.9997764054514481,159192,159192,1.0,1.0
Mass-Training_P_00687_LEFT_MLO_1,ok,2,1,0.9999590287072191,106904,106904,1.0,1.0
Mass-Training_P_00694_RIGHT_MLO_1,ok,6,5,0.9998317595844461,80598,79689,1.0114068441064639,0.9887218045112782
Mass-Training_P_00694_RIGHT_CC_1,ok,1,0,1.0,127806,127806,1.0,1.0
Mass-Training_P_00692_LEFT_MLO_1,ok,5,3,0.9997282193270031,90482,90482,1.0,1.0
Mass-Training_P_00698_RIGHT_CC_1,ok,11,10,0.9998567188619384,232224,231280,1.0040816326530613,0.9959349593495935
Mass-Training_P_00702_RIGHT_CC_1,ok,1,0,1.0,58420,58420,1.0,1.0
Mass-Training_P_00700_RIGHT_MLO_1,ok,6,5,0.9998513330470118,92460,92460,1.0,1.0
Mass-Training_P_00698_RIGHT_MLO_1,ok,14,13,0.9998892872654807,347130,347130,1.0,1.0
Mass-Training_P_00695_RIGHT_CC_1,ok,75,71,0.9997724104887186,1358640,1358640,1.0,1.0
Mass-Training_P_00700_RIGHT_CC_1,ok,12,11,0.9998765406695611,136704,136704,1.0,1.0
Mass-Training_P_00695_RIGHT_MLO_1,ok,118,115,0.999842417161567,1814085,1814085,1.0,1.0
Mass-Training_P_00703_LEFT_CC_1,ok,14,13,0.9996818385985926,85183,85183,1.0,1.0
Mass-Training_P_00702_RIGHT_MLO_1,ok,1,0,1.0,48720,48720,1.0,1.0
Mass-Training_P_00708_RIGHT_CC_1,ok,4,3,0.9997942979388653,37485,37485,1.0,1.0
Mass-Training_P_00703_LEFT_MLO_1,ok,10,9,0.9996072848657405,61901,61901,1.0,1.0
Mass-Training_P_00706_RIGHT_MLO_1,ok,40,39,0.999778071583719,330336,329744,1.0017953321364452,0.9982078853046595
Mass-Training_P_00708_RIGHT_MLO_1,ok,7,6,0.9997415686781238,40896,40896,1.0,1.0
Mass-Training_P_00706_RIGHT_CC_1,ok,21,20,0.9998768686149643,374928,374928,1.0,1.0
Mass-Training_P_00710_LEFT_CC_1,ok,16,15,0.9992982456140351,60180,60180,1.0,1.0
Mass-Training_P_00710_LEFT_MLO_1,ok,18,17,0.9995939149720426,102391,101745,1.0063492063492063,0.9936908517350158
Mass-Training_P_00710_RIGHT_CC_1,ok,1,0,1.0,35964,35964,1.0,1.0
Mass-Training_P_00710_LEFT_CC_2,ok,22,21,0.9996933042176804,132561,131634,1.0070422535211268,0.993006993006993
Mass-Training_P_00710_RIGHT_MLO_1,ok,15,14,0.9992080063359493,44528,44528,1.0,1.0
Mass-Training_P_00716_LEFT_MLO_1,ok,7,6,0.9995522865366165,44422,43890,1.0121212121212122,0.9880239520958084
Mass-Training_P_00711_LEFT_CC_1,ok,11,10,0.9997725765185256,82350,82350,1.0,1.0
Mass-Training_P_00715_RIGHT_MLO_1,ok,2,1,0.9996896979726935,30260,30260,1.0,1.0
Mass-Training_P_00715_RIGHT_CC_1,ok,4,3,0.9998281294757949,25258,25258,1.0,1.0
Mass-Training_P_00717_RIGHT_MLO_1,ok,8,7,0.999834550568437,72116,72116,1.0,1.0
Mass-Training_P_00711_LEFT_MLO_1,ok,30,29,0.9994287692574,97635,97635,1.0,1.0
Mass-Training_P_00711_RIGHT_MLO_1,ok,7,6,0.9994041815621276,30240,30240,1.0,1.0
Mass-Training_P_00711_RIGHT_CC_1,ok,5,4,0.9997257117779362,33666,33666,1.0,1.0
Mass-Training_P_00717_RIGHT_CC_1,ok,14,13,0.9996357012750455,58077,58077,1.0,1.0
Mass-Training_P_00726_RIGHT_MLO_1,ok,18,17,0.9996063203478697,93195,93195,1.0,1.0
Mass-Training_P_00719_LEFT_CC_1,ok,1,0,1.0,240458,240458,1.0,1.0
Mass-Training_P_00728_RIGHT_CC_1,ok,7,6,0.9998946858478842,153870,153870,1.0,1.0
Mass-Training_P_00719_LEFT_MLO_1,ok,12,11,0.9998684027752393,182399,182399,1.0,1.0
Mass-Training_P_00730_RIGHT_CC_1,ok,1,0,1.0,8160,8160,1.0,1.0
Mass-Training_P_00723_LEFT_MLO_1,ok,9,8,0.9997852233676976,54332,54332,1.0,1.0
Mass-Training_P_00728_RIGHT_MLO_1,ok,19,18,0.999633725434951,109593,109593,1.0,1.0
Mass-Training_P_00726_RIGHT_CC_1,ok,3,2,0.9999463878836617,54253,54253,1.0,1.0
Mass-Training_P_00720_RIGHT_MLO_1,ok,2,1,0.9998982136495496,29256,29256,1.0,1.0
Mass-Training_P_00732_LEFT_MLO_1,ok,59,57,0.9996705713992214,414086,414086,1.0,1.0
